Week,Region,State,Abbreviation,Disease,Total,Month
196647,Southeast,VIRGINIA,VA,MEASLES,22,November
196648,Southeast,VIRGINIA,VA,MEASLES,9,November
196650,Southeast,VIRGINIA,VA,MEASLES,6,December
196651,Southeast,VIRGINIA,VA,MEASLES,8,December
196652,Southeast,VIRGINIA,VA,MEASLES,3,December
196601,Southeast,VIRGINIA,VA,RUBELLA,3,January
196602,Southeast,VIRGINIA,VA,RUBELLA,5,January
196603,Southeast,VIRGINIA,VA,RUBELLA,10,January
196604,Southeast,VIRGINIA,VA,RUBELLA,5,January
196605,Southeast,VIRGINIA,VA,RUBELLA,14,January
196606,Southeast,VIRGINIA,VA,RUBELLA,3,February
196607,Southeast,VIRGINIA,VA,RUBELLA,12,February
196608,Southeast,VIRGINIA,VA,RUBELLA,33,February
196609,Southeast,VIRGINIA,VA,RUBELLA,13,February
196610,Southeast,VIRGINIA,VA,RUBELLA,62,March
196611,Southeast,VIRGINIA,VA,RUBELLA,55,March
196612,Southeast,VIRGINIA,VA,RUBELLA,98,March
196613,Southeast,VIRGINIA,VA,RUBELLA,35,March
196614,Southeast,VIRGINIA,VA,RUBELLA,15,April
196615,Southeast,VIRGINIA,VA,RUBELLA,21,April
196616,Southeast,VIRGINIA,VA,RUBELLA,23,April
196617,Southeast,VIRGINIA,VA,RUBELLA,55,April
196618,Southeast,VIRGINIA,VA,RUBELLA,43,May
196619,Southeast,VIRGINIA,VA,RUBELLA,92,May
196620,Southeast,VIRGINIA,VA,RUBELLA,39,May
196621,Southeast,VIRGINIA,VA,RUBELLA,58,May
196622,Southeast,VIRGINIA,VA,RUBELLA,54,May
196623,Southeast,VIRGINIA,VA,RUBELLA,16,June
196624,Southeast,VIRGINIA,VA,RUBELLA,23,June
196625,Southeast,VIRGINIA,VA,RUBELLA,15,June
196626,Southeast,VIRGINIA,VA,RUBELLA,23,June
196627,Southeast,VIRGINIA,VA,RUBELLA,19,July
196628,Southeast,VIRGINIA,VA,RUBELLA,30,July
196629,Southeast,VIRGINIA,VA,RUBELLA,19,July
196630,Southeast,VIRGINIA,VA,RUBELLA,5,July
196631,Southeast,VIRGINIA,VA,RUBELLA,3,July
196632,Southeast,VIRGINIA,VA,RUBELLA,2,August
196633,Southeast,VIRGINIA,VA,RUBELLA,2,August
196635,Southeast,VIRGINIA,VA,RUBELLA,4,August
196636,Southeast,VIRGINIA,VA,RUBELLA,5,September
196637,Southeast,VIRGINIA,VA,RUBELLA,5,September
196638,Southeast,VIRGINIA,VA,RUBELLA,3,September
196639,Southeast,VIRGINIA,VA,RUBELLA,4,September
196642,Southeast,VIRGINIA,VA,RUBELLA,5,October
196644,Southeast,VIRGINIA,VA,RUBELLA,5,October
196647,Southeast,VIRGINIA,VA,RUBELLA,4,November
196648,Southeast,VIRGINIA,VA,RUBELLA,3,November
196650,Southeast,VIRGINIA,VA,RUBELLA,2,December
196651,Southeast,VIRGINIA,VA,RUBELLA,6,December
196652,Southeast,VIRGINIA,VA,RUBELLA,12,December
196601,West,WASHINGTON,WA,HEPATITIS A,5,January
196602,West,WASHINGTON,WA,HEPATITIS A,9,January
196603,West,WASHINGTON,WA,HEPATITIS A,9,January
196604,West,WASHINGTON,WA,HEPATITIS A,6,January
196605,West,WASHINGTON,WA,HEPATITIS A,13,January
196606,West,WASHINGTON,WA,HEPATITIS A,18,February
196607,West,WASHINGTON,WA,HEPATITIS A,10,February
196608,West,WASHINGTON,WA,HEPATITIS A,11,February
196609,West,WASHINGTON,WA,HEPATITIS A,5,February
196610,West,WASHINGTON,WA,HEPATITIS A,10,March
196611,West,WASHINGTON,WA,HEPATITIS A,20,March
196612,West,WASHINGTON,WA,HEPATITIS A,5,March
196613,West,WASHINGTON,WA,HEPATITIS A,5,March
196614,West,WASHINGTON,WA,HEPATITIS A,5,April
196615,West,WASHINGTON,WA,HEPATITIS A,13,April
196616,West,WASHINGTON,WA,HEPATITIS A,13,April
196617,West,WASHINGTON,WA,HEPATITIS A,7,April
196618,West,WASHINGTON,WA,HEPATITIS A,5,May
196619,West,WASHINGTON,WA,HEPATITIS A,10,May
196620,West,WASHINGTON,WA,HEPATITIS A,10,May
196621,West,WASHINGTON,WA,HEPATITIS A,7,May
196622,West,WASHINGTON,WA,HEPATITIS A,13,May
196623,West,WASHINGTON,WA,HEPATITIS A,14,June
196624,West,WASHINGTON,WA,HEPATITIS A,11,June
196625,West,WASHINGTON,WA,HEPATITIS A,5,June
196626,West,WASHINGTON,WA,HEPATITIS A,7,June
196627,West,WASHINGTON,WA,HEPATITIS A,12,July
196628,West,WASHINGTON,WA,HEPATITIS A,17,July
196629,West,WASHINGTON,WA,HEPATITIS A,18,July
196630,West,WASHINGTON,WA,HEPATITIS A,15,July
196631,West,WASHINGTON,WA,HEPATITIS A,26,July
196632,West,WASHINGTON,WA,HEPATITIS A,9,August
196633,West,WASHINGTON,WA,HEPATITIS A,17,August
196634,West,WASHINGTON,WA,HEPATITIS A,15,August
196635,West,WASHINGTON,WA,HEPATITIS A,11,August
196636,West,WASHINGTON,WA,HEPATITIS A,9,September
196637,West,WASHINGTON,WA,HEPATITIS A,11,September
196638,West,WASHINGTON,WA,HEPATITIS A,9,September
196639,West,WASHINGTON,WA,HEPATITIS A,7,September
196640,West,WASHINGTON,WA,HEPATITIS A,5,October
196641,West,WASHINGTON,WA,HEPATITIS A,4,October
196642,West,WASHINGTON,WA,HEPATITIS A,22,October
196643,West,WASHINGTON,WA,HEPATITIS A,24,October
196646,West,WASHINGTON,WA,HEPATITIS A,15,November
196647,West,WASHINGTON,WA,HEPATITIS A,8,November
196648,West,WASHINGTON,WA,HEPATITIS A,22,November
196649,West,WASHINGTON,WA,HEPATITIS A,17,December
196650,West,WASHINGTON,WA,HEPATITIS A,11,December
196651,West,WASHINGTON,WA,HEPATITIS A,11,December
196652,West,WASHINGTON,WA,HEPATITIS A,18,December
196601,West,WASHINGTON,WA,MEASLES,76,January
196602,West,WASHINGTON,WA,MEASLES,56,January
196603,West,WASHINGTON,WA,MEASLES,96,January
196604,West,WASHINGTON,WA,MEASLES,118,January
196605,West,WASHINGTON,WA,MEASLES,188,January
196606,West,WASHINGTON,WA,MEASLES,102,February
196607,West,WASHINGTON,WA,MEASLES,198,February
196608,West,WASHINGTON,WA,MEASLES,115,February
196609,West,WASHINGTON,WA,MEASLES,125,February
196610,West,WASHINGTON,WA,MEASLES,124,March
196611,West,WASHINGTON,WA,MEASLES,175,March
196612,West,WASHINGTON,WA,MEASLES,122,March
196613,West,WASHINGTON,WA,MEASLES,132,March
196614,West,WASHINGTON,WA,MEASLES,83,April
196615,West,WASHINGTON,WA,MEASLES,81,April
196616,West,WASHINGTON,WA,MEASLES,61,April
196617,West,WASHINGTON,WA,MEASLES,108,April
196618,West,WASHINGTON,WA,MEASLES,202,May
196619,West,WASHINGTON,WA,MEASLES,236,May
196620,West,WASHINGTON,WA,MEASLES,189,May
196621,West,WASHINGTON,WA,MEASLES,230,May
196622,West,WASHINGTON,WA,MEASLES,226,May
196623,West,WASHINGTON,WA,MEASLES,182,June
196624,West,WASHINGTON,WA,MEASLES,53,June
196625,West,WASHINGTON,WA,MEASLES,46,June
196626,West,WASHINGTON,WA,MEASLES,65,June
196627,West,WASHINGTON,WA,MEASLES,16,July
196628,West,WASHINGTON,WA,MEASLES,7,July
196629,West,WASHINGTON,WA,MEASLES,5,July
196630,West,WASHINGTON,WA,MEASLES,36,July
196631,West,WASHINGTON,WA,MEASLES,5,July
196632,West,WASHINGTON,WA,MEASLES,4,August
196633,West,WASHINGTON,WA,MEASLES,16,August
196634,West,WASHINGTON,WA,MEASLES,9,August
196635,West,WASHINGTON,WA,MEASLES,38,August
196636,West,WASHINGTON,WA,MEASLES,2,September
196637,West,WASHINGTON,WA,MEASLES,10,September
196638,West,WASHINGTON,WA,MEASLES,28,September
196639,West,WASHINGTON,WA,MEASLES,68,September
196640,West,WASHINGTON,WA,MEASLES,78,October
196641,West,WASHINGTON,WA,MEASLES,105,October
196642,West,WASHINGTON,WA,MEASLES,105,October
196643,West,WASHINGTON,WA,MEASLES,163,October
196644,West,WASHINGTON,WA,MEASLES,0,October
196645,West,WASHINGTON,WA,MEASLES,165,November
196646,West,WASHINGTON,WA,MEASLES,190,November
196647,West,WASHINGTON,WA,MEASLES,97,November
196648,West,WASHINGTON,WA,MEASLES,198,November
196650,West,WASHINGTON,WA,MEASLES,197,December
196651,West,WASHINGTON,WA,MEASLES,108,December
196652,West,WASHINGTON,WA,MEASLES,57,December
196601,West,WASHINGTON,WA,RUBELLA,70,January
196602,West,WASHINGTON,WA,RUBELLA,88,January
196603,West,WASHINGTON,WA,RUBELLA,79,January
196604,West,WASHINGTON,WA,RUBELLA,89,January
196605,West,WASHINGTON,WA,RUBELLA,150,January
196606,West,WASHINGTON,WA,RUBELLA,108,February
196607,West,WASHINGTON,WA,RUBELLA,153,February
196608,West,WASHINGTON,WA,RUBELLA,93,February
196609,West,WASHINGTON,WA,RUBELLA,186,February
196610,West,WASHINGTON,WA,RUBELLA,112,March
196611,West,WASHINGTON,WA,RUBELLA,109,March
196612,West,WASHINGTON,WA,RUBELLA,105,March
196613,West,WASHINGTON,WA,RUBELLA,84,March
196614,West,WASHINGTON,WA,RUBELLA,77,April
196615,West,WASHINGTON,WA,RUBELLA,140,April
196616,West,WASHINGTON,WA,RUBELLA,85,April
196617,West,WASHINGTON,WA,RUBELLA,126,April
196618,West,WASHINGTON,WA,RUBELLA,83,May
196619,West,WASHINGTON,WA,RUBELLA,81,May
196620,West,WASHINGTON,WA,RUBELLA,56,May
196621,West,WASHINGTON,WA,RUBELLA,112,May
196622,West,WASHINGTON,WA,RUBELLA,146,May
196623,West,WASHINGTON,WA,RUBELLA,93,June
196624,West,WASHINGTON,WA,RUBELLA,32,June
196625,West,WASHINGTON,WA,RUBELLA,19,June
196626,West,WASHINGTON,WA,RUBELLA,10,June
196627,West,WASHINGTON,WA,RUBELLA,8,July
196628,West,WASHINGTON,WA,RUBELLA,6,July
196629,West,WASHINGTON,WA,RUBELLA,8,July
196630,West,WASHINGTON,WA,RUBELLA,11,July
196631,West,WASHINGTON,WA,RUBELLA,15,July
196632,West,WASHINGTON,WA,RUBELLA,6,August
196633,West,WASHINGTON,WA,RUBELLA,24,August
196634,West,WASHINGTON,WA,RUBELLA,5,August
196635,West,WASHINGTON,WA,RUBELLA,20,August
196636,West,WASHINGTON,WA,RUBELLA,4,September
196637,West,WASHINGTON,WA,RUBELLA,5,September
196638,West,WASHINGTON,WA,RUBELLA,23,September
196639,West,WASHINGTON,WA,RUBELLA,70,September
196640,West,WASHINGTON,WA,RUBELLA,23,October
196641,West,WASHINGTON,WA,RUBELLA,35,October
196642,West,WASHINGTON,WA,RUBELLA,46,October
196643,West,WASHINGTON,WA,RUBELLA,49,October
196646,West,WASHINGTON,WA,RUBELLA,41,November
196647,West,WASHINGTON,WA,RUBELLA,35,November
196648,West,WASHINGTON,WA,RUBELLA,90,November
196650,West,WASHINGTON,WA,RUBELLA,64,December
196651,West,WASHINGTON,WA,RUBELLA,40,December
196652,West,WASHINGTON,WA,RUBELLA,15,December
196601,Southeast,WEST VIRGINIA,WV,HEPATITIS A,1,January
196602,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,January
196603,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3,January
196604,Southeast,WEST VIRGINIA,WV,HEPATITIS A,9,January
196605,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,January
196606,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,February
196607,Southeast,WEST VIRGINIA,WV,HEPATITIS A,15,February
196608,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,February
196609,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,February
196610,Southeast,WEST VIRGINIA,WV,HEPATITIS A,11,March
196611,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,March
196612,Southeast,WEST VIRGINIA,WV,HEPATITIS A,7,March
196613,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3,March
196614,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,April
196615,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,April
196616,Southeast,WEST VIRGINIA,WV,HEPATITIS A,8,April
196617,Southeast,WEST VIRGINIA,WV,HEPATITIS A,1,April
196619,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,May
196620,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,May
196621,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3,May
196622,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,May
196623,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,June
196624,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,June
196625,Southeast,WEST VIRGINIA,WV,HEPATITIS A,9,June
196626,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,June
196627,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,July
196628,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,July
196629,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,July
196630,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,July
196631,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3,July
196633,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,August
196634,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,August
196635,Southeast,WEST VIRGINIA,WV,HEPATITIS A,1,August
196636,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,September
196637,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,September
196638,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,September
196639,Southeast,WEST VIRGINIA,WV,HEPATITIS A,7,September
196640,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,October
196641,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3,October
196642,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,October
196643,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,October
196644,Southeast,WEST VIRGINIA,WV,HEPATITIS A,9,October
196645,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,November
196646,Southeast,WEST VIRGINIA,WV,HEPATITIS A,13,November
196647,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,November
196648,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4,November
196649,Southeast,WEST VIRGINIA,WV,HEPATITIS A,5,December
196650,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6,December
196651,Southeast,WEST VIRGINIA,WV,HEPATITIS A,9,December
196652,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2,December
196601,Southeast,WEST VIRGINIA,WV,MEASLES,309,January
196602,Southeast,WEST VIRGINIA,WV,MEASLES,250,January
196603,Southeast,WEST VIRGINIA,WV,MEASLES,288,January
196604,Southeast,WEST VIRGINIA,WV,MEASLES,136,January
196605,Southeast,WEST VIRGINIA,WV,MEASLES,208,January
196606,Southeast,WEST VIRGINIA,WV,MEASLES,220,February
196607,Southeast,WEST VIRGINIA,WV,MEASLES,162,February
196608,Southeast,WEST VIRGINIA,WV,MEASLES,137,February
196609,Southeast,WEST VIRGINIA,WV,MEASLES,161,February
196610,Southeast,WEST VIRGINIA,WV,MEASLES,220,March
196611,Southeast,WEST VIRGINIA,WV,MEASLES,167,March
196612,Southeast,WEST VIRGINIA,WV,MEASLES,459,March
196613,Southeast,WEST VIRGINIA,WV,MEASLES,270,March
196614,Southeast,WEST VIRGINIA,WV,MEASLES,119,April
196615,Southeast,WEST VIRGINIA,WV,MEASLES,187,April
196616,Southeast,WEST VIRGINIA,WV,MEASLES,192,April
196617,Southeast,WEST VIRGINIA,WV,MEASLES,130,April
196618,Southeast,WEST VIRGINIA,WV,MEASLES,156,May
196619,Southeast,WEST VIRGINIA,WV,MEASLES,172,May
196620,Southeast,WEST VIRGINIA,WV,MEASLES,127,May
196621,Southeast,WEST VIRGINIA,WV,MEASLES,148,May
196622,Southeast,WEST VIRGINIA,WV,MEASLES,196,May
196623,Southeast,WEST VIRGINIA,WV,MEASLES,141,June
196624,Southeast,WEST VIRGINIA,WV,MEASLES,103,June
196625,Southeast,WEST VIRGINIA,WV,MEASLES,158,June
196626,Southeast,WEST VIRGINIA,WV,MEASLES,63,June
196627,Southeast,WEST VIRGINIA,WV,MEASLES,33,July
196628,Southeast,WEST VIRGINIA,WV,MEASLES,56,July
196629,Southeast,WEST VIRGINIA,WV,MEASLES,63,July
196630,Southeast,WEST VIRGINIA,WV,MEASLES,38,July
196631,Southeast,WEST VIRGINIA,WV,MEASLES,29,July
196632,Southeast,WEST VIRGINIA,WV,MEASLES,35,August
196633,Southeast,WEST VIRGINIA,WV,MEASLES,25,August
196634,Southeast,WEST VIRGINIA,WV,MEASLES,23,August
196635,Southeast,WEST VIRGINIA,WV,MEASLES,29,August
196636,Southeast,WEST VIRGINIA,WV,MEASLES,22,September
196637,Southeast,WEST VIRGINIA,WV,MEASLES,28,September
196638,Southeast,WEST VIRGINIA,WV,MEASLES,26,September
196639,Southeast,WEST VIRGINIA,WV,MEASLES,25,September
196640,Southeast,WEST VIRGINIA,WV,MEASLES,17,October
196641,Southeast,WEST VIRGINIA,WV,MEASLES,12,October
196642,Southeast,WEST VIRGINIA,WV,MEASLES,29,October
196643,Southeast,WEST VIRGINIA,WV,MEASLES,12,October
196644,Southeast,WEST VIRGINIA,WV,MEASLES,20,October
196645,Southeast,WEST VIRGINIA,WV,MEASLES,10,November
196646,Southeast,WEST VIRGINIA,WV,MEASLES,45,November
196647,Southeast,WEST VIRGINIA,WV,MEASLES,38,November
196648,Southeast,WEST VIRGINIA,WV,MEASLES,13,November
196650,Southeast,WEST VIRGINIA,WV,MEASLES,19,December
196651,Southeast,WEST VIRGINIA,WV,MEASLES,20,December
196652,Southeast,WEST VIRGINIA,WV,MEASLES,18,December
196601,Southeast,WEST VIRGINIA,WV,RUBELLA,23,January
196602,Southeast,WEST VIRGINIA,WV,RUBELLA,8,January
196603,Southeast,WEST VIRGINIA,WV,RUBELLA,14,January
196604,Southeast,WEST VIRGINIA,WV,RUBELLA,29,January
196605,Southeast,WEST VIRGINIA,WV,RUBELLA,40,January
196606,Southeast,WEST VIRGINIA,WV,RUBELLA,17,February
196607,Southeast,WEST VIRGINIA,WV,RUBELLA,63,February
196608,Southeast,WEST VIRGINIA,WV,RUBELLA,37,February
196609,Southeast,WEST VIRGINIA,WV,RUBELLA,11,February
196610,Southeast,WEST VIRGINIA,WV,RUBELLA,96,March
196611,Southeast,WEST VIRGINIA,WV,RUBELLA,31,March
196612,Southeast,WEST VIRGINIA,WV,RUBELLA,34,March
196613,Southeast,WEST VIRGINIA,WV,RUBELLA,32,March
196614,Southeast,WEST VIRGINIA,WV,RUBELLA,23,April
196615,Southeast,WEST VIRGINIA,WV,RUBELLA,16,April
196616,Southeast,WEST VIRGINIA,WV,RUBELLA,16,April
196617,Southeast,WEST VIRGINIA,WV,RUBELLA,79,April
196618,Southeast,WEST VIRGINIA,WV,RUBELLA,16,May
196619,Southeast,WEST VIRGINIA,WV,RUBELLA,22,May
196620,Southeast,WEST VIRGINIA,WV,RUBELLA,42,May
196621,Southeast,WEST VIRGINIA,WV,RUBELLA,48,May
196622,Southeast,WEST VIRGINIA,WV,RUBELLA,37,May
196623,Southeast,WEST VIRGINIA,WV,RUBELLA,45,June
196624,Southeast,WEST VIRGINIA,WV,RUBELLA,13,June
196625,Southeast,WEST VIRGINIA,WV,RUBELLA,45,June
196626,Southeast,WEST VIRGINIA,WV,RUBELLA,38,June
196627,Southeast,WEST VIRGINIA,WV,RUBELLA,7,July
196628,Southeast,WEST VIRGINIA,WV,RUBELLA,14,July
196629,Southeast,WEST VIRGINIA,WV,RUBELLA,2,July
196631,Southeast,WEST VIRGINIA,WV,RUBELLA,10,July
196632,Southeast,WEST VIRGINIA,WV,RUBELLA,8,August
196633,Southeast,WEST VIRGINIA,WV,RUBELLA,18,August
196634,Southeast,WEST VIRGINIA,WV,RUBELLA,7,August
196635,Southeast,WEST VIRGINIA,WV,RUBELLA,3,August
196636,Southeast,WEST VIRGINIA,WV,RUBELLA,4,September
196637,Southeast,WEST VIRGINIA,WV,RUBELLA,12,September
196638,Southeast,WEST VIRGINIA,WV,RUBELLA,11,September
196639,Southeast,WEST VIRGINIA,WV,RUBELLA,2,September
196640,Southeast,WEST VIRGINIA,WV,RUBELLA,1,October
196641,Southeast,WEST VIRGINIA,WV,RUBELLA,4,October
196642,Southeast,WEST VIRGINIA,WV,RUBELLA,4,October
196643,Southeast,WEST VIRGINIA,WV,RUBELLA,2,October
196644,Southeast,WEST VIRGINIA,WV,RUBELLA,1,October
196645,Southeast,WEST VIRGINIA,WV,RUBELLA,1,November
196646,Southeast,WEST VIRGINIA,WV,RUBELLA,6,November
196647,Southeast,WEST VIRGINIA,WV,RUBELLA,2,November
196648,Southeast,WEST VIRGINIA,WV,RUBELLA,10,November
196650,Southeast,WEST VIRGINIA,WV,RUBELLA,5,December
196651,Southeast,WEST VIRGINIA,WV,RUBELLA,4,December
196652,Southeast,WEST VIRGINIA,WV,RUBELLA,4,December
196601,Midwest,WISCONSIN,WI,HEPATITIS A,15,January
196602,Midwest,WISCONSIN,WI,HEPATITIS A,9,January
196603,Midwest,WISCONSIN,WI,HEPATITIS A,10,January
196604,Midwest,WISCONSIN,WI,HEPATITIS A,3,January
196605,Midwest,WISCONSIN,WI,HEPATITIS A,5,January
196606,Midwest,WISCONSIN,WI,HEPATITIS A,7,February
196607,Midwest,WISCONSIN,WI,HEPATITIS A,11,February
196608,Midwest,WISCONSIN,WI,HEPATITIS A,10,February
196609,Midwest,WISCONSIN,WI,HEPATITIS A,8,February
196610,Midwest,WISCONSIN,WI,HEPATITIS A,7,March
196611,Midwest,WISCONSIN,WI,HEPATITIS A,11,March
196612,Midwest,WISCONSIN,WI,HEPATITIS A,2,March
196613,Midwest,WISCONSIN,WI,HEPATITIS A,2,March
196614,Midwest,WISCONSIN,WI,HEPATITIS A,8,April
196615,Midwest,WISCONSIN,WI,HEPATITIS A,4,April
196616,Midwest,WISCONSIN,WI,HEPATITIS A,6,April
196617,Midwest,WISCONSIN,WI,HEPATITIS A,7,April
196618,Midwest,WISCONSIN,WI,HEPATITIS A,6,May
196619,Midwest,WISCONSIN,WI,HEPATITIS A,4,May
196620,Midwest,WISCONSIN,WI,HEPATITIS A,4,May
196621,Midwest,WISCONSIN,WI,HEPATITIS A,4,May
196622,Midwest,WISCONSIN,WI,HEPATITIS A,3,May
196623,Midwest,WISCONSIN,WI,HEPATITIS A,2,June
196624,Midwest,WISCONSIN,WI,HEPATITIS A,3,June
196625,Midwest,WISCONSIN,WI,HEPATITIS A,5,June
196626,Midwest,WISCONSIN,WI,HEPATITIS A,3,June
196627,Midwest,WISCONSIN,WI,HEPATITIS A,4,July
196628,Midwest,WISCONSIN,WI,HEPATITIS A,5,July
196629,Midwest,WISCONSIN,WI,HEPATITIS A,3,July
196630,Midwest,WISCONSIN,WI,HEPATITIS A,10,July
196631,Midwest,WISCONSIN,WI,HEPATITIS A,6,July
196632,Midwest,WISCONSIN,WI,HEPATITIS A,3,August
196633,Midwest,WISCONSIN,WI,HEPATITIS A,2,August
196634,Midwest,WISCONSIN,WI,HEPATITIS A,6,August
196635,Midwest,WISCONSIN,WI,HEPATITIS A,4,August
196636,Midwest,WISCONSIN,WI,HEPATITIS A,7,September
196637,Midwest,WISCONSIN,WI,HEPATITIS A,4,September
196638,Midwest,WISCONSIN,WI,HEPATITIS A,4,September
196639,Midwest,WISCONSIN,WI,HEPATITIS A,3,September
196640,Midwest,WISCONSIN,WI,HEPATITIS A,1,October
196641,Midwest,WISCONSIN,WI,HEPATITIS A,8,October
196642,Midwest,WISCONSIN,WI,HEPATITIS A,10,October
196643,Midwest,WISCONSIN,WI,HEPATITIS A,9,October
196644,Midwest,WISCONSIN,WI,HEPATITIS A,4,October
196645,Midwest,WISCONSIN,WI,HEPATITIS A,6,November
196646,Midwest,WISCONSIN,WI,HEPATITIS A,9,November
196647,Midwest,WISCONSIN,WI,HEPATITIS A,10,November
196648,Midwest,WISCONSIN,WI,HEPATITIS A,25,November
196649,Midwest,WISCONSIN,WI,HEPATITIS A,33,December
196650,Midwest,WISCONSIN,WI,HEPATITIS A,17,December
196651,Midwest,WISCONSIN,WI,HEPATITIS A,17,December
196652,Midwest,WISCONSIN,WI,HEPATITIS A,9,December
196601,Midwest,WISCONSIN,WI,MEASLES,777,January
196602,Midwest,WISCONSIN,WI,MEASLES,1425,January
196603,Midwest,WISCONSIN,WI,MEASLES,1047,January
196604,Midwest,WISCONSIN,WI,MEASLES,1242,January
196605,Midwest,WISCONSIN,WI,MEASLES,1089,January
196606,Midwest,WISCONSIN,WI,MEASLES,1578,February
196607,Midwest,WISCONSIN,WI,MEASLES,1410,February
196608,Midwest,WISCONSIN,WI,MEASLES,1563,February
196609,Midwest,WISCONSIN,WI,MEASLES,1719,February
196610,Midwest,WISCONSIN,WI,MEASLES,1590,March
196611,Midwest,WISCONSIN,WI,MEASLES,1640,March
196612,Midwest,WISCONSIN,WI,MEASLES,1456,March
196613,Midwest,WISCONSIN,WI,MEASLES,1440,March
196614,Midwest,WISCONSIN,WI,MEASLES,1318,April
196615,Midwest,WISCONSIN,WI,MEASLES,1015,April
196616,Midwest,WISCONSIN,WI,MEASLES,1256,April
196617,Midwest,WISCONSIN,WI,MEASLES,1255,April
196618,Midwest,WISCONSIN,WI,MEASLES,943,May
196619,Midwest,WISCONSIN,WI,MEASLES,1040,May
196620,Midwest,WISCONSIN,WI,MEASLES,947,May
196621,Midwest,WISCONSIN,WI,MEASLES,1007,May
196622,Midwest,WISCONSIN,WI,MEASLES,914,May
196623,Midwest,WISCONSIN,WI,MEASLES,721,June
196624,Midwest,WISCONSIN,WI,MEASLES,497,June
196625,Midwest,WISCONSIN,WI,MEASLES,423,June
196626,Midwest,WISCONSIN,WI,MEASLES,361,June
196627,Midwest,WISCONSIN,WI,MEASLES,336,July
196628,Midwest,WISCONSIN,WI,MEASLES,202,July
196629,Midwest,WISCONSIN,WI,MEASLES,146,July
196630,Midwest,WISCONSIN,WI,MEASLES,151,July
196631,Midwest,WISCONSIN,WI,MEASLES,82,July
196632,Midwest,WISCONSIN,WI,MEASLES,56,August
196633,Midwest,WISCONSIN,WI,MEASLES,43,August
196634,Midwest,WISCONSIN,WI,MEASLES,48,August
196635,Midwest,WISCONSIN,WI,MEASLES,35,August
196636,Midwest,WISCONSIN,WI,MEASLES,30,September
196637,Midwest,WISCONSIN,WI,MEASLES,32,September
196638,Midwest,WISCONSIN,WI,MEASLES,30,September
196639,Midwest,WISCONSIN,WI,MEASLES,40,September
196640,Midwest,WISCONSIN,WI,MEASLES,31,October
196641,Midwest,WISCONSIN,WI,MEASLES,35,October
